-29,7
-29,0
-22,5
-21,8
-21,3
-21,6
-24,4
-25,0
-23,5
-21,9
-24,8
-26,1
-27,3
-27,3
-27,8
-25,8
-24,9
-26,1
-24,0
-22,3
-21,1
-25,4
-19,6
-26,7
-25,9
-22,1
-21,1
-19,7
-16,9
-17,9
-17,6
-19,2
-22,7
-27,5
-29,2
-28,5
-23,5
-20,3
-19,4
-15,0
-14,8
-10,7
-8,3
-19,0
-18,8
-12,6
-15,5
-13,3
-11,8
-16,4
-14,7
-10,0
-10,5
-6,3
-10,7
-14,3
-11,8
-11,3
-12,9
-11,9
-12,2
-13,0
-14,3
-12,9
-11,0
-6,7
-6,1
-13,2
-10,9
-7,4
-4,2
-12,2
-2,0
-4,5
2,2
-0,6
0,1
-2,3
-2,8
-4,4
2,6
3,7
5,9
-3,6
-9,3
-7,3
0,4
2,1
-1,2
0,1
4,7
5,7
2,3
2,2
3,6
-0,4
1,6
2,7
2,4
4,3
5,0
6,7
6,7
5,4
8,5
5,8
6,7
4,8
-2,1
-4,8
-4,0
0,4
6,7
6,0
5,2
7,4
10,0
8,8
10,0
12,5
16,8
8,3
9,7
9,5
8,3
14,6
8,2
10,4
9,9
6,8
9,3
9,4
11,9
6,6
11,4
7,2
11,8
13,2
13,9
15,3
12,7
