110,86
111,50
103,96
98,49
99,06
98,48
102,09
104,39
103,57
102,34
102,03
107,78
107,50
111,64
109,13
109,31
104,98
104,23
99,96
100,67
100,05
104,55
100,67
106,08
103,17
98,84
99,33
99,40
96,93
98,11
97,41
100,92
101,65
108,67
110,81
110,67
105,31
99,07
96,56
91,72
88,07
86,86
83,40
91,45
93,73
90,73
90,47
89,45
85,66
91,88
91,64
86,07
83,85
83,82
83,17
89,42
86,43
84,91
85,86
86,10
84,80
85,86
87,43
87,85
85,13
81,33
79,43
87,18
85,08
82,39
78,11
85,35
73,73
73,43
74,20
70,51
70,84
70,29
69,99
68,60
70,00
67,48
69,24
68,72
68,63
79,30
78,49
70,16
67,81
68,12
67,59
67,56
68,17
69,49
70,74
68,83
68,13
68,36
68,07
67,73
67,50
67,26
67,38
67,26
67,49
67,64
67,21
67,72
67,50
67,07
68,07
70,06
69,53
67,42
68,71
68,30
67,72
67,96
67,69
67,56
67,89
67,16
66,97
67,06
66,89
67,16
66,40
67,33
68,13
67,32
67,41
70,69
69,98
67,17
67,28
67,24
66,77
67,91
67,74
67,59
55,35
