66,70
66,81
67,03
67,09
67,14
67,33
67,28
67,34
67,52
67,34
67,18
67,12
67,05
66,90
66,96
66,97
67,01
67,03
66,92
67,11
67,09
66,95
66,79
67,19
67,16
67,27
67,21
67,22
67,29
67,33
67,42
67,30
67,32
67,18
67,23
67,17
67,20
67,12
67,22
67,33
67,34
67,39
67,03
66,73
66,81
67,04
66,94
67,13
67,17
67,18
67,09
67,26
67,21
67,22
66,91
66,95
66,94
66,97
64,30
67,05
66,99
66,95
67,14
66,54
66,07
66,23
66,17
66,08
66,00
66,31
65,96
65,99
66,53
66,64
66,65
66,67
66,77
66,97
67,06
66,87
66,79
66,74
67,05
66,97
66,49
66,73
66,82
66,97
66,91
66,40
66,12
66,31
66,50
66,38
66,35
66,08
65,89
65,08
64,80
64,89
64,90
65,09
65,25
65,29
65,19
65,07
64,90
65,11
64,82
64,44
64,32
64,60
64,82
65,36
66,20
66,11
66,21
66,18
66,28
66,35
66,31
66,24
66,28
66,28
66,37
66,40
66,36
66,07
66,04
66,14
65,95
65,81
65,72
65,79
65,57
65,75
63,10
65,82
65,20
65,42
26,38
