110,46
110,60
110,44
109,84
108,74
109,73
107,91
111,12
105,86
103,30
107,61
101,96
108,31
104,22
104,47
104,49
102,69
102,08
99,86
103,06
103,07
101,85
102,12
100,37
97,83
101,86
98,20
99,05
98,91
100,59
99,81
98,44
98,77
100,56
95,45
0,00
92,30
93,45
97,79
97,10
96,04
92,54
90,35
90,32
87,55
90,80
88,79
86,83
88,41
87,15
84,70
85,95
85,35
89,78
83,39
83,62
84,50
85,78
84,57
83,13
83,47
83,65
82,64
86,20
82,66
83,96
70,69
84,40
80,64
79,95
79,53
82,60
79,82
67,65
73,72
68,87
78,54
68,31
68,06
69,92
69,66
67,03
72,14
67,76
69,24
67,98
67,78
70,52
70,41
76,84
67,87
68,31
69,37
73,11
67,70
67,80
69,45
67,77
70,29
67,05
67,38
67,21
67,27
66,96
68,33
66,74
67,33
67,09
68,79
67,10
64,24
67,11
68,21
66,95
67,19
67,12
66,92
67,79
65,91
66,47
66,42
67,07
67,49
66,54
72,11
66,69
66,52
67,33
67,13
67,04
67,03
66,86
66,56
67,46
66,96
34,53
67,64
67,32
66,62
63,96
67,10
